SerialICE: Open connection to target hardware...
SerialICE: Waiting for handshake with target... target alive!
9324.93a9    RH.U    [f000:5ff9]   MEM: writel 00000220 <= dfffdfff
9324.93aa    RH.U    [f000:5ff9]   MEM: writel 00000224 <= dfffdfff
9324.93ab    RH.U    [f000:5ff9]   MEM: writel 00000230 <= efffefff
9324.93ac    RH.U    [f000:5ff9]   MEM: writel 00000234 <= efffefff
9324.93ad    RH.U    [f000:5ff9]   MEM: writel 00000240 <= f7fff7ff
9324.93ae    RH.U    [f000:5ff9]   MEM: writel 00000244 <= f7fff7ff
9324.93af    RH.U    [f000:5ff9]   MEM: writel 00000250 <= fbfffbff
9324.93b0    RH.U    [f000:5ff9]   MEM: writel 00000254 <= fbfffbff
9324.93b1    RH.U    [f000:5ff9]   MEM: writel 00000260 <= fdfffdff
9324.93b2    RH.U    [f000:5ff9]   MEM: writel 00000264 <= fdfffdff
9324.93b3    RH.U    [f000:5ff9]   MEM: writel 00000270 <= fefffeff
9324.93b4    RH.U    [f000:5ff9]   MEM: writel 00000274 <= fefffeff
9324.93b5    RH.U    [f000:5ff9]   MEM: writel 00000280 <= ff7fff7f
9324.93b6    RH.U    [f000:5ff9]   MEM: writel 00000284 <= ff7fff7f
9324.93b7    RH.U    [f000:5ff9]   MEM: writel 00000290 <= ffbfffbf
9324.93b8    RH.U    [f000:5ff9]   MEM: writel 00000294 <= ffbfffbf
9324.93b9    RH.U    [f000:5ff9]   MEM: writel 000002a0 <= ffdfffdf
9324.93ba    RH.U    [f000:5ff9]   MEM: writel 000002a4 <= ffdfffdf
9324.93bb    RH.U    [f000:5ff9]   MEM: writel 000002b0 <= ffefffef
9324.93bc    RH.U    [f000:5ff9]   MEM: writel 000002b4 <= ffefffef
9324.93bd    RH.U    [f000:5ff9]   MEM: writel 000002c0 <= fff7fff7
9324.93be    RH.U    [f000:5ff9]   MEM: writel 000002c4 <= fff7fff7
9324.93bf    RH.U    [f000:5ff9]   MEM: writel 000002d0 <= fffbfffb
9324.93c0    RH.U    [f000:5ff9]   MEM: writel 000002d4 <= fffbfffb
9324.93c1    RH.U    [f000:5ff9]   MEM: writel 000002e0 <= fffdfffd
9324.93c2    RH.U    [f000:5ff9]   MEM: writel 000002e4 <= fffdfffd
9324.93c3    RH.U    [f000:5ff9]   MEM: writel 000002f0 <= fffefffe
9324.93c4    RH.U    [f000:5ff9]   MEM: writel 000002f4 <= fffefffe
9324.93c5    RH.U    [f000:5ff9]   MEM: writel 00000300 <= 7fff7fff
9324.93c6    RH.U    [f000:5ff9]   MEM: writel 00000304 <= 7fff7fff
9324.93c7    RH.U    [f000:5ff9]   MEM: writel 00000310 <= bfffbfff
9324.93c8    RH.U    [f000:5ff9]   MEM: writel 00000314 <= bfffbfff
9324.93c9    RH.U    [f000:5ff9]   MEM: writel 00000320 <= dfffdfff
9324.93ca    RH.U    [f000:5ff9]   MEM: writel 00000324 <= dfffdfff
9324.93cb    RH.U    [f000:5ff9]   MEM: writel 00000330 <= efffefff
9324.93cc    RH.U    [f000:5ff9]   MEM: writel 00000334 <= efffefff
9324.93cd    RH.U    [f000:5ff9]   MEM: writel 00000340 <= f7fff7ff
9324.93ce    RH.U    [f000:5ff9]   MEM: writel 00000344 <= f7fff7ff
9324.93cf    RH.U    [f000:5ff9]   MEM: writel 00000350 <= fbfffbff
9324.93d0    RH.U    [f000:5ff9]   MEM: writel 00000354 <= fbfffbff
9324.93d1    RH.U    [f000:5ff9]   MEM: writel 00000360 <= fdfffdff
9324.93d2    RH.U    [f000:5ff9]   MEM: writel 00000364 <= fdfffdff
9324.93d3    RH.U    [f000:5ff9]   MEM: writel 00000370 <= fefffeff
9324.93d4    RH.U    [f000:5ff9]   MEM: writel 00000374 <= fefffeff
9324.93d5    RH.U    [f000:5ff9]   MEM: writel 00000380 <= ff7fff7f
9324.93d6    RH.U    [f000:5ff9]   MEM: writel 00000384 <= ff7fff7f
9324.93d7    RH.U    [f000:5ff9]   MEM: writel 00000390 <= ffbfffbf
9324.93d8    RH.U    [f000:5ff9]   MEM: writel 00000394 <= ffbfffbf
9324.93d9    RH.U    [f000:5ff9]   MEM: writel 000003a0 <= ffdfffdf
9324.93da    RH.U    [f000:5ff9]   MEM: writel 000003a4 <= ffdfffdf
9324.93db    RH.U    [f000:5ff9]   MEM: writel 000003b0 <= ffefffef
9324.93dc    RH.U    [f000:5ff9]   MEM: writel 000003b4 <= ffefffef
9324.93dd    RH.U    [f000:5ff9]   MEM: writel 000003c0 <= fff7fff7
9324.93de    RH.U    [f000:5ff9]   MEM: writel 000003c4 <= fff7fff7
9324.93df    RH.U    [f000:5ff9]   MEM: writel 000003d0 <= fffbfffb
9324.93e0    RH.U    [f000:5ff9]   MEM: writel 000003d4 <= fffbfffb
9324.93e1    RH.U    [f000:5ff9]   MEM: writel 000003e0 <= fffdfffd
9324.93e2    RH.U    [f000:5ff9]   MEM: writel 000003e4 <= fffdfffd
9324.93e3    RH.U    [f000:5ff9]   MEM: writel 000003f0 <= fffefffe
9324.93e4    RH.U    [f000:5ff9]   MEM: writel 000003f4 <= fffefffe
9324.93e5    RH.U    [f000:600b]   MEM: writel 00000208 <= 80008000
9324.93e6    RH.U    [f000:600b]   MEM: writel 0000020c <= 80008000
9324.93e7    RH.U    [f000:601a]   MEM: writel 00000218 <= 40004000
9324.93e8    RH.U    [f000:601a]   MEM: writel 0000021c <= 40004000
9324.93e9    RH.U    [f000:601a]   MEM: writel 00000228 <= 20002000
9324.93ea    RH.U    [f000:601a]   MEM: writel 0000022c <= 20002000
9324.93eb    RH.U    [f000:601a]   MEM: writel 00000238 <= 10001000
9324.93ec    RH.U    [f000:601a]   MEM: writel 0000023c <= 10001000
9324.93ed    RH.U    [f000:601a]   MEM: writel 00000248 <= 08000800
9324.93ee    RH.U    [f000:601a]   MEM: writel 0000024c <= 08000800
9324.93ef    RH.U    [f000:601a]   MEM: writel 00000258 <= 04000400
9324.93f0    RH.U    [f000:601a]   MEM: writel 0000025c <= 04000400
9324.93f1    RH.U    [f000:601a]   MEM: writel 00000268 <= 02000200
9324.93f2    RH.U    [f000:601a]   MEM: writel 0000026c <= 02000200
9324.93f3    RH.U    [f000:601a]   MEM: writel 00000278 <= 01000100
9324.93f4    RH.U    [f000:601a]   MEM: writel 0000027c <= 01000100
9324.93f5    RH.U    [f000:601a]   MEM: writel 00000288 <= 00800080
9324.93f6    RH.U    [f000:601a]   MEM: writel 0000028c <= 00800080
9324.93f7    RH.U    [f000:601a]   MEM: writel 00000298 <= 00400040
9324.93f8    RH.U    [f000:601a]   MEM: writel 0000029c <= 00400040
9324.93f9    RH.U    [f000:601a]   MEM: writel 000002a8 <= 00200020
9324.93fa    RH.U    [f000:601a]   MEM: writel 000002ac <= 00200020
9324.93fb    RH.U    [f000:601a]   MEM: writel 000002b8 <= 00100010
9324.93fc    RH.U    [f000:601a]   MEM: writel 000002bc <= 00100010
9324.93fd    RH.U    [f000:601a]   MEM: writel 000002c8 <= 00080008
9324.93fe    RH.U    [f000:601a]   MEM: writel 000002cc <= 00080008
9324.93ff    RH.U    [f000:601a]   MEM: writel 000002d8 <= 00040004
9324.9400    RH.U    [f000:601a]   MEM: writel 000002dc <= 00040004
9324.9401    RH.U    [f000:601a]   MEM: writel 000002e8 <= 00020002
9324.9402    RH.U    [f000:601a]   MEM: writel 000002ec <= 00020002
9324.9403    RH.U    [f000:601a]   MEM: writel 000002f8 <= 00010001
9324.9404    RH.U    [f000:601a]   MEM: writel 000002fc <= 00010001
9324.9405    RH.U    [f000:601a]   MEM: writel 00000308 <= 80008000
9324.9406    RH.U    [f000:601a]   MEM: writel 0000030c <= 80008000
9324.9407    RH.U    [f000:601a]   MEM: writel 00000318 <= 40004000
9324.9408    RH.U    [f000:601a]   MEM: writel 0000031c <= 40004000
9324.9409    RH.U    [f000:601a]   MEM: writel 00000328 <= 20002000
9324.940a    RH.U    [f000:601a]   MEM: writel 0000032c <= 20002000
9324.940b    RH.U    [f000:601a]   MEM: writel 00000338 <= 10001000
9324.940c    RH.U    [f000:601a]   MEM: writel 0000033c <= 10001000
9324.940d    RH.U    [f000:601a]   MEM: writel 00000348 <= 08000800
9324.940e    RH.U    [f000:601a]   MEM: writel 0000034c <= 08000800
9324.940f    RH.U    [f000:601a]   MEM: writel 00000358 <= 04000400
9324.9410    RH.U    [f000:601a]   MEM: writel 0000035c <= 04000400
9324.9411    RH.U    [f000:601a]   MEM: writel 00000368 <= 02000200
9324.9412    RH.U    [f000:601a]   MEM: writel 0000036c <= 02000200
9324.9413    RH.U    [f000:601a]   MEM: writel 00000378 <= 01000100
9324.9414    RH.U    [f000:601a]   MEM: writel 0000037c <= 01000100
9324.9415    RH.U    [f000:601a]   MEM: writel 00000388 <= 00800080
9324.9416    RH.U    [f000:601a]   MEM: writel 0000038c <= 00800080
9324.9417    RH.U    [f000:601a]   MEM: writel 00000398 <= 00400040
9324.9418    RH.U    [f000:601a]   MEM: writel 0000039c <= 00400040
9324.9419    RH.U    [f000:601a]   MEM: writel 000003a8 <= 00200020
9324.941a    RH.U    [f000:601a]   MEM: writel 000003ac <= 00200020
9324.941b    RH.U    [f000:601a]   MEM: writel 000003b8 <= 00100010
9324.941c    RH.U    [f000:601a]   MEM: writel 000003bc <= 00100010
9324.941d    RH.U    [f000:601a]   MEM: writel 000003c8 <= 00080008
9324.941e    RH.U    [f000:601a]   MEM: writel 000003cc <= 00080008
9324.941f    RH.U    [f000:601a]   MEM: writel 000003d8 <= 00040004
9324.9420    RH.U    [f000:601a]   MEM: writel 000003dc <= 00040004
9324.9421    RH.U    [f000:601a]   MEM: writel 000003e8 <= 00020002
9324.9422    RH.U    [f000:601a]   MEM: writel 000003ec <= 00020002
9324.9423    RH.U    [f000:601a]   MEM: writel 000003f8 <= 00010001
9324.9424    RH.U    [f000:601a]   MEM: writel 000003fc <= 00010001
9425.9426    RH.U    [f000:6041]   CPU MSR: [00000250] <= 06060606.06060606
9427.9428    RH.U    [f000:6041]   MEM:  readb 00000000 => 00
9427.9429    RH.U    [f000:6041]   MEM:  readb 00000040 => 00
9427.942a    RH.U    [f000:6041]   MEM:  readb 00000080 => 80
9427.942b    RH.U    [f000:6041]   MEM:  readb 000000c0 => 08
9427.942c    RH.U    [f000:6041]   MEM:  readb 00000100 => 00
9427.942d    RH.U    [f000:6041]   MEM:  readb 00000140 => 00
9427.942e    RH.U    [f000:6041]   MEM:  readb 00000180 => 80
9427.942f    RH.U    [f000:6041]   MEM:  readb 000001c0 => 08
9427.9430    RH.U    [f000:6041]   MEM:  readb 00000200 => ff
9427.9431    RH.U    [f000:6041]   MEM:  readb 00000240 => ff
9427.9432    RH.U    [f000:6041]   MEM:  readb 00000280 => 7f
9427.9433    RH.U    [f000:6041]   MEM:  readb 000002c0 => f7
9427.9434    RH.U    [f000:6041]   MEM:  readb 00000300 => ff
9427.9435    RH.U    [f000:6041]   MEM:  readb 00000340 => ff
9427.9436    RH.U    [f000:6041]   MEM:  readb 00000380 => 7f
9427.9437    RH.U    [f000:6041]   MEM:  readb 000003c0 => f7
9427.9438    RH.U    [f000:6041]   MEM:  readl 00000000 => 80008000
9427.9439    RH.U    [f000:60c6]   MEM:  readl 00000004 => 80008000
9427.943a    RH.U    [f000:60be]   MEM:  readl 00000010 => 40004000
9427.943b    RH.U    [f000:60c6]   MEM:  readl 00000014 => 40004000
9427.943c    RH.U    [f000:60be]   MEM:  readl 00000020 => 20002000
9427.943d    RH.U    [f000:60c6]   MEM:  readl 00000024 => 20002000
9427.943e    RH.U    [f000:60be]   MEM:  readl 00000030 => 10001000
9427.943f    RH.U    [f000:60c6]   MEM:  readl 00000034 => 10001000
9427.9440    RH.U    [f000:60be]   MEM:  readl 00000040 => 08000800
9427.9441    RH.U    [f000:60c6]   MEM:  readl 00000044 => 08000800
9427.9442    RH.U    [f000:60be]   MEM:  readl 00000050 => 04000400
9427.9443    RH.U    [f000:60c6]   MEM:  readl 00000054 => 04000400
9427.9444    RH.U    [f000:60be]   MEM:  readl 00000060 => 02000200
9427.9445    RH.U    [f000:60c6]   MEM:  readl 00000064 => 02000200
9427.9446    RH.U    [f000:60be]   MEM:  readl 00000070 => 01000100
9427.9447    RH.U    [f000:60c6]   MEM:  readl 00000074 => 01000100
9427.9448    RH.U    [f000:60be]   MEM:  readl 00000080 => 00800080
9427.9449    RH.U    [f000:60c6]   MEM:  readl 00000084 => 00800080
9427.944a    RH.U    [f000:60be]   MEM:  readl 00000090 => 00400040
9427.944b    RH.U    [f000:60c6]   MEM:  readl 00000094 => 00400040
9427.944c    RH.U    [f000:60be]   MEM:  readl 000000a0 => 00200020
9427.944d    RH.U    [f000:60c6]   MEM:  readl 000000a4 => 00200020
9427.944e    RH.U    [f000:60be]   MEM:  readl 000000b0 => 00100010
9427.944f    RH.U    [f000:60c6]   MEM:  readl 000000b4 => 00100010
9427.9450    RH.U    [f000:60be]   MEM:  readl 000000c0 => 00080008
9427.9451    RH.U    [f000:60c6]   MEM:  readl 000000c4 => 00080008
9427.9452    RH.U    [f000:60be]   MEM:  readl 000000d0 => 00040004
9427.9453    RH.U    [f000:60c6]   MEM:  readl 000000d4 => 00040004
9427.9454    RH.U    [f000:60be]   MEM:  readl 000000e0 => 00020002
9427.9455    RH.U    [f000:60c6]   MEM:  readl 000000e4 => 00020002
9427.9456    RH.U    [f000:60be]   MEM:  readl 000000f0 => 00010001
9427.9457    RH.U    [f000:60c6]   MEM:  readl 000000f4 => 00010001
9427.9458    RH.U    [f000:60be]   MEM:  readl 00000100 => 80008000
9427.9459    RH.U    [f000:60c6]   MEM:  readl 00000104 => 80008000
9427.945a    RH.U    [f000:60be]   MEM:  readl 00000110 => 40004000
9427.945b    RH.U    [f000:60c6]   MEM:  readl 00000114 => 40004000
9427.945c    RH.U    [f000:60be]   MEM:  readl 00000120 => 20002000
9427.945d    RH.U    [f000:60c6]   MEM:  readl 00000124 => 20002000
9427.945e    RH.U    [f000:60be]   MEM:  readl 00000130 => 10001000
9427.945f    RH.U    [f000:60c6]   MEM:  readl 00000134 => 10001000
9427.9460    RH.U    [f000:60be]   MEM:  readl 00000140 => 08000800
9427.9461    RH.U    [f000:60c6]   MEM:  readl 00000144 => 08000800
9427.9462    RH.U    [f000:60be]   MEM:  readl 00000150 => 04000400
9427.9463    RH.U    [f000:60c6]   MEM:  readl 00000154 => 04000400
9427.9464    RH.U    [f000:60be]   MEM:  readl 00000160 => 02000200
9427.9465    RH.U    [f000:60c6]   MEM:  readl 00000164 => 02000200
9427.9466    RH.U    [f000:60be]   MEM:  readl 00000170 => 01000100
9427.9467    RH.U    [f000:60c6]   MEM:  readl 00000174 => 01000100
9427.9468    RH.U    [f000:60be]   MEM:  readl 00000180 => 00800080
9427.9469    RH.U    [f000:60c6]   MEM:  readl 00000184 => 00800080
9427.946a    RH.U    [f000:60be]   MEM:  readl 00000190 => 00400040
9427.946b    RH.U    [f000:60c6]   MEM:  readl 00000194 => 00400040
9427.946c    RH.U    [f000:60be]   MEM:  readl 000001a0 => 00200020
9427.946d    RH.U    [f000:60c6]   MEM:  readl 000001a4 => 00200020
9427.946e    RH.U    [f000:60be]   MEM:  readl 000001b0 => 00100010
9427.946f    RH.U    [f000:60c6]   MEM:  readl 000001b4 => 00100010
9427.9470    RH.U    [f000:60be]   MEM:  readl 000001c0 => 00080008
9427.9471    RH.U    [f000:60c6]   MEM:  readl 000001c4 => 00080008
9427.9472    RH.U    [f000:60be]   MEM:  readl 000001d0 => 00040004
9427.9473    RH.U    [f000:60c6]   MEM:  readl 000001d4 => 00040004
9427.9474    RH.U    [f000:60be]   MEM:  readl 000001e0 => 00020002
9427.9475    RH.U    [f000:60c6]   MEM:  readl 000001e4 => 00020002
9427.9476    RH.U    [f000:60be]   MEM:  readl 000001f0 => 00010001
9427.9477    RH.U    [f000:60c6]   MEM:  readl 000001f4 => 00010001
9427.9478    RH.U    [f000:60d8]   MEM:  readl 00000008 => 7fff7fff
9427.9479    RH.U    [f000:60ed]   MEM:  readl 0000000c => 7fff7fff
9427.947a    RH.U    [f000:60e4]   MEM:  readl 00000018 => bfffbfff
9427.947b    RH.U    [f000:60ed]   MEM:  readl 0000001c => bfffbfff
9427.947c    RH.U    [f000:60e4]   MEM:  readl 00000028 => dfffdfff
9427.947d    RH.U    [f000:60ed]   MEM:  readl 0000002c => dfffdfff
9427.947e    RH.U    [f000:60e4]   MEM:  readl 00000038 => efffefff
9427.947f    RH.U    [f000:60ed]   MEM:  readl 0000003c => efffefff
9427.9480    RH.U    [f000:60e4]   MEM:  readl 00000048 => f7fff7ff
9427.9481    RH.U    [f000:60ed]   MEM:  readl 0000004c => f7fff7ff
9427.9482    RH.U    [f000:60e4]   MEM:  readl 00000058 => fbfffbff
9427.9483    RH.U    [f000:60ed]   MEM:  readl 0000005c => fbfffbff
9427.9484    RH.U    [f000:60e4]   MEM:  readl 00000068 => fdfffdff
9427.9485    RH.U    [f000:60ed]   MEM:  readl 0000006c => fdfffdff
9427.9486    RH.U    [f000:60e4]   MEM:  readl 00000078 => fefffeff
9427.9487    RH.U    [f000:60ed]   MEM:  readl 0000007c => fefffeff
9427.9488    RH.U    [f000:60e4]   MEM:  readl 00000088 => ff7fff7f
9427.9489    RH.U    [f000:60ed]   MEM:  readl 0000008c => ff7fff7f
9427.948a    RH.U    [f000:60e4]   MEM:  readl 00000098 => ffbfffbf
9427.948b    RH.U    [f000:60ed]   MEM:  readl 0000009c => ffbfffbf
9427.948c    RH.U    [f000:60e4]   MEM:  readl 000000a8 => ffdfffdf
9427.948d    RH.U    [f000:60ed]   MEM:  readl 000000ac => ffdfffdf
9427.948e    RH.U    [f000:60e4]   MEM:  readl 000000b8 => ffefffef
9427.948f    RH.U    [f000:60ed]   MEM:  readl 000000bc => ffefffef
9427.9490    RH.U    [f000:60e4]   MEM:  readl 000000c8 => fff7fff7
9427.9491    RH.U    [f000:60ed]   MEM:  readl 000000cc => fff7fff7
9427.9492    RH.U    [f000:60e4]   MEM:  readl 000000d8 => fffbfffb
9427.9493    RH.U    [f000:60ed]   MEM:  readl 000000dc => fffbfffb
9427.9494    RH.U    [f000:60e4]   MEM:  readl 000000e8 => fffdfffd
9427.9495    RH.U    [f000:60ed]   MEM:  readl 000000ec => fffdfffd
9427.9496    RH.U    [f000:60e4]   MEM:  readl 000000f8 => fffefffe
9427.9497    RH.U    [f000:60ed]   MEM:  readl 000000fc => fffefffe
9427.9498    RH.U    [f000:60e4]   MEM:  readl 00000108 => 7fff7fff
9427.9499    RH.U    [f000:60ed]   MEM:  readl 0000010c => 7fff7fff
9427.949a    RH.U    [f000:60e4]   MEM:  readl 00000118 => bfffbfff
9427.949b    RH.U    [f000:60ed]   MEM:  readl 0000011c => bfffbfff
9427.949c    RH.U    [f000:60e4]   MEM:  readl 00000128 => dfffdfff
9427.949d    RH.U    [f000:60ed]   MEM:  readl 0000012c => dfffdfff
9427.949e    RH.U    [f000:60e4]   MEM:  readl 00000138 => efffefff
9427.949f    RH.U    [f000:60ed]   MEM:  readl 0000013c => efffefff
9427.94a0    RH.U    [f000:60e4]   MEM:  readl 00000148 => f7fff7ff
9427.94a1    RH.U    [f000:60ed]   MEM:  readl 0000014c => f7fff7ff
9427.94a2    RH.U    [f000:60e4]   MEM:  readl 00000158 => fbfffbff
9427.94a3    RH.U    [f000:60ed]   MEM:  readl 0000015c => fbfffbff
9427.94a4    RH.U    [f000:60e4]   MEM:  readl 00000168 => fdfffdff
9427.94a5    RH.U    [f000:60ed]   MEM:  readl 0000016c => fdfffdff
9427.94a6    RH.U    [f000:60e4]   MEM:  readl 00000178 => fefffeff
9427.94a7    RH.U    [f000:60ed]   MEM:  readl 0000017c => fefffeff
9427.94a8    RH.U    [f000:60e4]   MEM:  readl 00000188 => ff7fff7f
9427.94a9    RH.U    [f000:60ed]   MEM:  readl 0000018c => ff7fff7f
9427.94aa    RH.U    [f000:60e4]   MEM:  readl 00000198 => ffbfffbf
9427.94ab    RH.U    [f000:60ed]   MEM:  readl 0000019c => ffbfffbf
9427.94ac    RH.U    [f000:60e4]   MEM:  readl 000001a8 => ffdfffdf
9427.94ad    RH.U    [f000:60ed]   MEM:  readl 000001ac => ffdfffdf
9427.94ae    RH.U    [f000:60e4]   MEM:  readl 000001b8 => ffefffef
9427.94af    RH.U    [f000:60ed]   MEM:  readl 000001bc => ffefffef
9427.94b0    RH.U    [f000:60e4]   MEM:  readl 000001c8 => fff7fff7
9427.94b1    RH.U    [f000:60ed]   MEM:  readl 000001cc => fff7fff7
9427.94b2    RH.U    [f000:60e4]   MEM:  readl 000001d8 => fffbfffb
9427.94b3    RH.U    [f000:60ed]   MEM:  readl 000001dc => fffbfffb
9427.94b4    RH.U    [f000:60e4]   MEM:  readl 000001e8 => fffdfffd
9427.94b5    RH.U    [f000:60ed]   MEM:  readl 000001ec => fffdfffd
9427.94b6    RH.U    [f000:60e4]   MEM:  readl 000001f8 => fffefffe
9427.94b7    RH.U    [f000:60ed]   MEM:  readl 000001fc => fffefffe
9427.94b8    RH.U    [f000:60fd]   MEM:  readl 00000200 => 7fff7fff
9427.94b9    RH.U    [f000:6112]   MEM:  readl 00000204 => 7fff7fff
9427.94ba    RH.U    [f000:610c]   MEM:  readl 00000210 => bfffbfff
9427.94bb    RH.U    [f000:6112]   MEM:  readl 00000214 => bfffbfff
9427.94bc    RH.U    [f000:610c]   MEM:  readl 00000220 => dfffdfff
9427.94bd    RH.U    [f000:6112]   MEM:  readl 00000224 => dfffdfff
9427.94be    RH.U    [f000:610c]   MEM:  readl 00000230 => efffefff
9427.94bf    RH.U    [f000:6112]   MEM:  readl 00000234 => efffefff
9427.94c0    RH.U    [f000:610c]   MEM:  readl 00000240 => f7fff7ff
9427.94c1    RH.U    [f000:6112]   MEM:  readl 00000244 => f7fff7ff
9427.94c2    RH.U    [f000:610c]   MEM:  readl 00000250 => fbfffbff
9427.94c3    RH.U    [f000:6112]   MEM:  readl 00000254 => fbfffbff
9427.94c4    RH.U    [f000:610c]   MEM:  readl 00000260 => fdfffdff
9427.94c5    RH.U    [f000:6112]   MEM:  readl 00000264 => fdfffdff
9427.94c6    RH.U    [f000:610c]   MEM:  readl 00000270 => fefffeff
9427.94c7    RH.U    [f000:6112]   MEM:  readl 00000274 => fefffeff
9427.94c8    RH.U    [f000:610c]   MEM:  readl 00000280 => ff7fff7f
9427.94c9    RH.U    [f000:6112]   MEM:  readl 00000284 => ff7fff7f
9427.94ca    RH.U    [f000:610c]   MEM:  readl 00000290 => ffbfffbf
9427.94cb    RH.U    [f000:6112]   MEM:  readl 00000294 => ffbfffbf
9427.94cc    RH.U    [f000:610c]   MEM:  readl 000002a0 => ffdfffdf
9427.94cd    RH.U    [f000:6112]   MEM:  readl 000002a4 => ffdfffdf
9427.94ce    RH.U    [f000:610c]   MEM:  readl 000002b0 => ffefffef
9427.94cf    RH.U    [f000:6112]   MEM:  readl 000002b4 => ffefffef
9427.94d0    RH.U    [f000:610c]   MEM:  readl 000002c0 => fff7fff7
9427.94d1    RH.U    [f000:6112]   MEM:  readl 000002c4 => fff7fff7
9427.94d2    RH.U    [f000:610c]   MEM:  readl 000002d0 => fffbfffb
9427.94d3    RH.U    [f000:6112]   MEM:  readl 000002d4 => fffbfffb
9427.94d4    RH.U    [f000:610c]   MEM:  readl 000002e0 => fffdfffd
9427.94d5    RH.U    [f000:6112]   MEM:  readl 000002e4 => fffdfffd
9427.94d6    RH.U    [f000:610c]   MEM:  readl 000002f0 => fffefffe
9427.94d7    RH.U    [f000:6112]   MEM:  readl 000002f4 => fffefffe
9427.94d8    RH.U    [f000:610c]   MEM:  readl 00000300 => 7fff7fff
9427.94d9    RH.U    [f000:6112]   MEM:  readl 00000304 => 7fff7fff
9427.94da    RH.U    [f000:610c]   MEM:  readl 00000310 => bfffbfff
9427.94db    RH.U    [f000:6112]   MEM:  readl 00000314 => bfffbfff
9427.94dc    RH.U    [f000:610c]   MEM:  readl 00000320 => dfffdfff
9427.94dd    RH.U    [f000:6112]   MEM:  readl 00000324 => dfffdfff
9427.94de    RH.U    [f000:610c]   MEM:  readl 00000330 => efffefff
9427.94df    RH.U    [f000:6112]   MEM:  readl 00000334 => efffefff
9427.94e0    RH.U    [f000:610c]   MEM:  readl 00000340 => f7fff7ff
9427.94e1    RH.U    [f000:6112]   MEM:  readl 00000344 => f7fff7ff
9427.94e2    RH.U    [f000:610c]   MEM:  readl 00000350 => fbfffbff
9427.94e3    RH.U    [f000:6112]   MEM:  readl 00000354 => fbfffbff
9427.94e4    RH.U    [f000:610c]   MEM:  readl 00000360 => fdfffdff
9427.94e5    RH.U    [f000:6112]   MEM:  readl 00000364 => fdfffdff
9427.94e6    RH.U    [f000:610c]   MEM:  readl 00000370 => fefffeff
9427.94e7    RH.U    [f000:6112]   MEM:  readl 00000374 => fefffeff
9427.94e8    RH.U    [f000:610c]   MEM:  readl 00000380 => ff7fff7f
9427.94e9    RH.U    [f000:6112]   MEM:  readl 00000384 => ff7fff7f
9427.94ea    RH.U    [f000:610c]   MEM:  readl 00000390 => ffbfffbf
9427.94eb    RH.U    [f000:6112]   MEM:  readl 00000394 => ffbfffbf
9427.94ec    RH.U    [f000:610c]   MEM:  readl 000003a0 => ffdfffdf
9427.94ed    RH.U    [f000:6112]   MEM:  readl 000003a4 => ffdfffdf
9427.94ee    RH.U    [f000:610c]   MEM:  readl 000003b0 => ffefffef
9427.94ef    RH.U    [f000:6112]   MEM:  readl 000003b4 => ffefffef
9427.94f0    RH.U    [f000:610c]   MEM:  readl 000003c0 => fff7fff7
9427.94f1    RH.U    [f000:6112]   MEM:  readl 000003c4 => fff7fff7
9427.94f2    RH.U    [f000:610c]   MEM:  readl 000003d0 => fffbfffb
9427.94f3    RH.U    [f000:6112]   MEM:  readl 000003d4 => fffbfffb
9427.94f4    RH.U    [f000:610c]   MEM:  readl 000003e0 => fffdfffd
9427.94f5    RH.U    [f000:6112]   MEM:  readl 000003e4 => fffdfffd
9427.94f6    RH.U    [f000:610c]   MEM:  readl 000003f0 => fffefffe
9427.94f7    RH.U    [f000:6112]   MEM:  readl 000003f4 => fffefffe
9427.94f8    RH.U    [f000:6122]   MEM:  readl 00000208 => 80008000
9427.94f9    RH.U    [f000:6138]   MEM:  readl 0000020c => 80008000
9427.94fa    RH.U    [f000:6131]   MEM:  readl 00000218 => 40004000
9427.94fb    RH.U    [f000:6138]   MEM:  readl 0000021c => 40004000
9427.94fc    RH.U    [f000:6131]   MEM:  readl 00000228 => 20002000
9427.94fd    RH.U    [f000:6138]   MEM:  readl 0000022c => 20002000
9427.94fe    RH.U    [f000:6131]   MEM:  readl 00000238 => 10001000
9427.94ff    RH.U    [f000:6138]   MEM:  readl 0000023c => 10001000
9427.9500    RH.U    [f000:6131]   MEM:  readl 00000248 => 08000800
9427.9501    RH.U    [f000:6138]   MEM:  readl 0000024c => 08000800
9427.9502    RH.U    [f000:6131]   MEM:  readl 00000258 => 04000400
9427.9503    RH.U    [f000:6138]   MEM:  readl 0000025c => 04000400
9427.9504    RH.U    [f000:6131]   MEM:  readl 00000268 => 02000200
9427.9505    RH.U    [f000:6138]   MEM:  readl 0000026c => 02000200
9427.9506    RH.U    [f000:6131]   MEM:  readl 00000278 => 01000100
9427.9507    RH.U    [f000:6138]   MEM:  readl 0000027c => 01000100
9427.9508    RH.U    [f000:6131]   MEM:  readl 00000288 => 00800080
9427.9509    RH.U    [f000:6138]   MEM:  readl 0000028c => 00800080
9427.950a    RH.U    [f000:6131]   MEM:  readl 00000298 => 00400040
9427.950b    RH.U    [f000:6138]   MEM:  readl 0000029c => 00400040
9427.950c    RH.U    [f000:6131]   MEM:  readl 000002a8 => 00200020
